R238726,R176578
R819708,R425439
R290804,R344689
R241656,R430280
R225100,R852393
R239904,R402195
R606292,R287081
R474491,R363148
R610068,R989517
R815991,R807068
R162917,R238801
R183412,R854131
R253911,R847847
R388607,R179761
R526483,R595391
R671510,R200568
R727216,R284113
R649733,R877274
R818672,R612812
R145673,R642747
R190508,R623134
R915402,R254237
R960024,R968686
R950749,R704135
R587246,R612030
R208334,R738759
R860094,R440029
R149082,R891838
R593287,R424224
R846717,R623888
R276887,R741359
R888271,R621768
R711647,R772977
R848829,R343434
R302982,R535707
R804156,R870469
R493223,R573202
R543293,R645940
R590427,R504712
R913702,R409112
R382735,R832184
R228443,R495044
R445890,R450517
R462311,R319277
R993803,R325603
R338058,R223413
R642815,R839484
R945788,R510517
R587876,R511269
R798276,R674035
R855765,R841730
R363757,R753265
R194484,R558201
R519252,R306723
R455126,R136514
R612070,R364741
R459214,R601792
R590493,R817224
R714050,R156072
R154935,R350349
R632432,R823019
R561459,R239737
R729444,R732540
R238235,R381641
R550144,R977617
R679222,R835886
R311786,R141795
R472604,R939945
R281012,R349217
R209074,R574143
R480663,R543339
R599327,R596502
R375189,R238417
R132550,R767209
R657046,R145475
R892394,R602386
R300871,R254164
R820477,R169698
R698900,R468014
R905430,R689101
R632885,R327670
R786790,R906371
R317966,R298546
R426494,R338247
R859472,R884601
R951098,R115969
R899281,R773608
R225887,R289265
R383080,R748536
R337406,R515737
R488134,R132175
R890003,R930369
R577829,R370236
R145779,R719528
R692707,R588412
R417995,R323178
R371005,R946052
R523976,R939296
R157934,R175074
R403706,R250044
R660113,R895651
R756510,R541517
R397012,R189856
R220962,R270698
R830005,R772698
R161587,R264506
R650061,R536187
R426101,R841332
R893427,R553037
R856106,R237328
R877600,R824184
R289541,R857227
R622602,R307781
R813710,R207127
R302223,R551059
R747122,R398763
R894993,R290382
R966188,R265191
R185909,R304163
R490991,R603735
R916185,R682005
R466364,R844314
R188238,R636110
R523694,R279877
R792421,R817484
R334557,R230490
R470860,R482380
R890888,R911179
R550300,R994107
R382966,R451822
R647406,R464525
R203760,R572275
R410743,R296151
R308448,R790958
R499688,R879989
R759491,R488891
R445939,R186838
R812905,R928082
R477751,R642069
R697875,R286225
R193720,R771828
R588803,R826261
R857088,R522329
R580947,R233407
R188806,R920549
R672664,R729366
R997139,R383302
R451439,R427833
R146773,R859859
R421111,R544245
R860617,R404753
R643319,R794104
R592179,R778981
R953251,R650016
R217282,R365041
R510122,R606218
R835053,R167134
R212894,R430296
R582695,R250966
R156186,R522871
R515556,R959319
R151869,R368707
R866641,R832494
R845720,R152719
R867899,R518615
R810057,R126156
R328914,R192376
R456682,R505957
R794506,R424642
R748286,R646653
R534533,R462649
R424643,R753563
R254126,R253595
R895288,R820523
R379797,R693242
R679189,R736191
R602333,R304017
R584274,R405945
R558050,R452427
R852740,R749082
R773544,R626177
R312078,R766684
R953391,R626609
R334660,R908591
R851909,R603223
R384634,R700356
R234735,R842436
R343267,R859124
R807551,R616407
R924539,R277270
R570232,R471680
R467693,R596397
R702931,R537601
R388347,R191408
R679552,R134679
R805720,R585142
R915120,R181160
R229781,R305520
R237524,R593458
R626629,R538948
R177861,R194210
R637661,R275026
R360462,R119365
R677956,R487323
R839634,R960251
R391296,R849634
R548281,R312208
R891305,R966021
R710212,R268796
R486834,R625562
R357101,R395861
R336974,R758767
R546624,R445483
R115346,R208757
R463341,R422610
R651527,R601852
R574543,R413290
R896283,R429240
R988780,R672531
R292199,R906447
R742868,R737777
R390621,R934542
R429104,R215320
R477255,R837004
R166136,R563822
R219731,R128678
R681843,R298631
R113030,R933907
R818788,R217512
R282807,R887206
R821521,R636326
R586546,R781997
R696463,R542186
R237013,R518165
R936439,R566434
R630852,R251450
R300620,R304111
R152724,R702203
R943241,R990501
R582916,R926866
R688146,R721770
R688189,R441415
R130335,R332770
R993636,R380123
R196108,R834826
R407412,R546873
R368318,R714927
R915734,R596765
R401902,R930164
R390982,R337100
R144751,R858502
R688631,R678356
R875022,R646842
R344317,R764398
R313154,R865258
R940486,R158608
R458598,R849263
R844390,R541077
R906051,R794109
R868794,R543316
R358812,R614940
R597611,R455031
R839571,R973505
R326090,R182646
R240770,R589563
R481024,R956544
R512288,R130136
R964082,R944158
R893745,R582929
R972027,R169828
R962631,R765348
R976375,R310605
R365840,R243170
R678656,R915697
R848449,R321074
R537386,R521080
R520922,R437469
R844118,R795520
R475964,R550033
R840143,R476548
R992615,R333957
R576127,R994041
R600600,R350736
R508561,R826098
R539154,R326876
R614711,R802888
R233023,R807272
R930385,R327818
R810215,R271811
R555744,R703685
R994295,R492409
R993471,R441310
R391964,R506946
R240260,R353176
R984963,R238870
R958614,R803260
R574870,R501938
R250505,R103595
R303858,R697857
R877544,R684861
R233398,R787529
R854526,R145211
R766504,R443813
R102577,R455059
R163543,R130163
R210747,R470944
R401143,R138793
R869638,R110489
R388533,R650225
R445230,R283358
R151414,R914085
R909672,R872078
R205704,R435796
R327698,R610080
R954571,R889736
R989610,R891509
R857374,R814247
R468806,R479793
R337137,R405410
R893227,R237789
R127890,R257594
R442794,R871981
R830515,R297904
R445169,R186417
R154097,R923646
R368793,R463609
R634131,R876029
R729087,R697584
R461044,R359173
R802642,R105036
R795069,R926736
R222579,R483261
R775125,R864278
R172525,R214672
R102657,R681310
R724623,R626453
R487933,R655175
R764332,R635167
R636131,R741563
R541835,R273420
R310922,R420467
R435005,R633142
R528234,R579974
R136857,R244627
R402728,R555052
R994070,R754349
R120813,R761458
R745249,R166600
R181172,R253809
R157365,R151365
R392679,R414872
R814053,R111589
R444475,R300024
R958344,R663401
R122079,R484697
R162973,R859852
R684403,R645675
R827352,R636730
R797379,R124050
R832747,R383053
R165448,R207109
R840043,R911006
R730525,R693844
R503447,R166234
R781016,R740268
R949166,R823357
R904436,R291820
R621700,R106824
R776276,R757748
R539062,R976979
R551752,R979778
R533667,R655414
R565492,R757980
R790468,R356827
R215638,R978743
R512256,R920901
R509184,R600171
R727989,R714816
R983075,R390415
R389985,R640586
R585014,R611744
R876060,R868527
R135670,R841281
R727135,R782264
R708041,R361343
R485193,R517597
R148389,R225452
R463648,R885071
R706802,R648798
R148109,R101022
R217932,R142702
R926918,R977961
R534529,R280755
R577281,R424556
R741614,R998645
R423663,R798005
R709294,R900462
R385354,R847213
R471426,R421783
R988604,R833613
R144300,R737255
R318820,R283916
R439827,R275635
R351360,R120898
R543893,R299242
R817872,R624394
R559157,R426108
R501898,R730326
R532043,R638458
R963700,R648101
R925885,R937318
R601072,R654119
R643891,R765162
R247541,R550945
R348336,R148997
R776983,R344014
R568748,R529072
R599917,R745697
R383767,R854087
R223761,R905073
R531038,R932248
R864052,R273165
R506797,R484186
R885238,R857355
R983244,R601650
R781189,R329220
R366556,R514805
R705438,R890896
R431531,R948962
R934002,R556980
R593579,R298784
R476276,R510774
R797102,R803857
R140007,R402274
R466425,R543992
R631271,R446553
R811034,R871324
R132081,R823076
R752703,R356289
R647640,R317504
R946980,R929966
R596077,R839452
R410044,R540228
R147332,R531134
R597269,R502348
R935474,R546519
R807666,R169559
R287921,R386687
R936005,R784504
R986503,R817877
R632996,R143682
R925624,R537819
R966097,R145163
R943032,R629717
R615707,R314231
R855546,R695245
R905402,R576759
R510042,R977215
R411947,R380478
R429886,R700636
R385346,R906569
R321200,R520511
R312570,R914957
R924289,R966468
R142642,R136498
R519440,R820259
R470531,R791414
R441989,R318969
R564301,R568514
R343163,R652155
R301935,R140763
R768194,R824214
R711970,R758109
R513808,R417828
R816702,R859660
R961266,R456139
R608673,R378895
R513395,R677487
R678609,R515826
R555331,R426703
R603695,R344564
R386272,R560699
R166868,R237216
R407040,R510043
R513244,R630777
R381738,R712543
R473040,R304627
R405647,R485069
R731923,R235783
R297965,R853806
R948831,R823963
R750089,R556432
R283009,R176137
R987666,R858613
R653869,R617989
R310516,R914425
R161539,R957698
R472920,R793770
R630405,R393969
R388361,R951664
R127577,R651470
R158100,R910241
R301244,R184395
R282348,R153799
R243302,R113138
R115055,R581347
R218490,R710436
R428073,R552386
R482167,R814196
R391846,R465029
R248735,R880201
R654133,R552209
R536457,R513565
R892378,R121976
R615624,R825478
R791986,R771944
R753354,R673048
R456200,R724645
R527286,R416295
R203387,R964185
R888401,R312226
R946995,R254752
R570880,R630386
R151499,R953800
R425044,R273999
R646255,R425572
R927374,R712312
R476006,R310183
R671961,R257194
R860472,R729395
R624482,R255894
R140816,R837622
R364896,R747545
R935804,R759903
R159414,R202465
R456967,R803881
R459903,R272779
R170880,R725732
R238895,R457268
R749205,R604591
R898031,R354906
R735998,R168313
R486774,R231200
R141300,R782963
R367677,R836192
R318267,R696599
R119155,R739878
R602894,R412261
R349698,R737344
R996623,R794808
R127994,R265179
R872872,R107861
R993246,R594715
R801612,R277620
R221303,R476992
R143331,R106823
R602707,R143353
R413651,R700499
R951246,R525610
R375796,R897447
R353619,R274097
R369576,R737666
R582537,R608632
R158546,R748974
R844406,R297894
R435987,R467114
R118460,R970310
R266932,R990316
R552158,R624677
R690598,R493031
R885423,R166126
R836239,R497001
R879660,R642053
R323662,R322463
R585360,R196178
R616103,R321951
R308576,R837987
R823768,R707874
R335715,R824339
R986060,R114818
R511593,R879579
R176979,R673597
R958680,R843152
R301357,R730732
R119060,R282339
R627163,R745013
R595366,R793808
R374522,R191780
R785281,R486837
R914802,R172829
R479486,R149337
R517658,R745834
R911037,R213758
R632042,R996213
R724312,R568020
R211536,R104355
R883582,R470966
R258539,R119510
R272823,R964950
R412826,R698807
R379782,R571159
R850844,R459176
R575267,R371275
R376320,R580171
R130757,R834914
R193672,R306357
R451802,R973075
R976562,R412881
R574356,R829551
R827890,R546553
R772055,R467837
R174034,R235909
R628632,R902868
R558361,R719802
R108180,R539019
R558311,R509656
R913985,R749392
R484061,R636067
R452939,R848636
R273890,R323764
R508772,R285573
R137327,R777580
R284063,R486349
R881671,R691668
R916147,R635937
R886279,R849904
R467665,R284871
R409242,R558219
R617159,R176016
R487546,R206087
R176252,R259652
R543809,R431403
R651665,R347543
R286268,R865305
R834698,R557212
R783560,R786697
R537511,R414130
R459371,R471977
R484056,R139078
R540348,R439433
R467648,R407022
R526914,R409498
R223712,R821126
R618030,R671724
R534606,R813439
R946883,R516808
R249824,R451052
R700781,R118055
R302785,R155317
R863099,R339478
R433525,R587025
R113120,R976398
R440820,R706493
R989313,R570181
R692725,R348896
R264822,R381403
R588129,R337888
R580957,R460078
R748579,R804838
R306043,R940692
R155663,R590119
R313719,R807466
R145465,R119479
R335528,R108391
R611523,R492362
R321035,R776307
R855242,R725367
R822523,R455944
R231245,R336416
R730543,R478373
R168656,R433477
R133003,R490469
R961882,R316961
R181351,R843760
R334265,R523160
R460081,R844090
R749611,R259776
R247601,R857297
R367598,R115143
R288191,R978233
R740146,R376043
R574263,R456396
R795390,R238686
R667270,R795727
R441127,R246542
R870222,R606720
R669297,R356037
R749627,R949119
R781821,R202207
R329829,R903423
R176071,R310602
R321880,R942188
R437078,R867933
R207683,R473363
R191616,R270004
R790030,R485766
R735082,R138431
R400690,R176255
R337787,R160728
R373097,R139677
R620991,R698732
R606908,R784686
R195861,R166035
R242216,R651158
R941285,R338903
R792935,R304482
R111148,R862075
R502752,R337707
R929999,R700859
R305635,R867033
R343023,R952755
R345723,R743121
R659500,R569134
R547434,R964549
R642483,R204721
R827227,R441238
R767304,R876080
R243907,R728448
R220607,R188903
R273320,R656907
R475453,R939473
R907200,R875720
R101722,R935482
R888078,R734792
R881654,R413428
R675320,R572575
R713822,R108493
R822006,R739864
R251108,R938079
R298738,R493310
R838826,R299021
R896579,R953086
R494724,R351464
R876227,R257949
R609589,R840484
R341981,R246878
R354847,R839127
R349540,R515841
R217496,R209468
R279544,R138846
R452140,R296168
R373776,R536245
R232030,R602476
R983139,R256091
R913216,R666687
R200895,R522527
R144016,R641131
R910899,R219759
R968127,R859091
R899079,R985822
R646851,R271585
R617257,R823396
R222136,R810611
R757840,R315223
R409635,R630802
R406582,R575790
R267192,R139602
R569975,R752903
R516705,R721097
R252823,R172311
R685529,R660932
R364005,R588814
R155439,R427751
R543306,R107554
R222222,R263807
R489208,R297597
R995497,R936248
R563846,R906446
R274487,R437104
R676052,R787808
R870658,R764803
R535905,R499079
R298333,R668113
R917046,R132287
R407662,R166645
R847598,R985051
R280112,R390439
R452491,R595070
R127232,R172813
R258683,R666994
R130166,R405909
R641302,R329904
R981267,R845754
R379336,R110576
R253398,R919686
R322984,R993141
R148330,R306995
R439918,R155027
R751501,R820023
R209177,R345097
R464371,R765446
R908276,R112313
R900047,R384468
R354296,R228468
R416699,R273896
R331284,R812526
R213282,R959584
R985431,R367035
R510173,R474512
R767984,R755739
R617283,R538339
R794675,R263504
R696563,R957139
R693527,R393446
R520497,R786560
R785360,R679223
R208708,R444100
R372881,R125308
R881013,R744591
R247385,R336350
R685946,R551706
R823604,R443910
R843184,R929717
R919912,R239217
R588949,R413304
R833273,R323870
R112675,R649300
R737192,R318360
R601679,R118034
R934940,R924813
R855091,R270504
R511371,R572008
R442066,R403501
R785889,R895383
R563160,R821119
R999285,R121849
R805732,R763708
R548012,R883957
R663438,R125052
R573378,R707021
R464529,R983627
R190413,R343936
R933212,R646044
R208260,R951395
R905762,R505340
R511967,R589923
R378094,R262094
R536323,R112819
R781499,R394686
R527915,R205087
R880784,R321436
R194624,R736384
R183392,R720797
R444612,R306358
R150656,R608175
R701999,R642010
R491012,R189057
R566811,R723844
R333831,R732489
R797920,R320584
R435301,R119729
R528693,R672123
R431948,R571841
R555171,R285853
R168389,R861493
R499001,R849489
R977089,R769423
R252565,R960546
R855852,R304125
R495885,R935204
R306767,R844935
R516245,R314589
R377731,R120619
R253446,R683051
R479114,R479337
R946322,R964899
R610111,R258587
R804395,R452408
R932233,R703843
R337122,R369443
R130193,R202161
R258254,R693832
R902853,R637041
R230188,R848351
R693909,R766130
R714465,R245792
R313632,R314350
R873027,R631248
R812295,R305498
R499915,R623794
R124475,R885603
R384584,R684188
R159589,R403867
R520557,R936285
R119937,R909797
R527554,R278121
R635706,R340285
R297059,R460302
R335692,R472809
R692193,R191438
R228817,R436119
R116347,R781061
R556997,R339245
R139051,R117310
R324719,R755623
R228144,R966421
R289997,R500063
R911462,R559983
R710654,R613318
R126405,R972787
R653325,R912388
R805030,R814086
R951407,R730838
R810127,R230873
R704182,R356551
R639802,R694212
R851477,R431808
R734082,R676134
R940351,R697211
R868907,R755744
R242207,R981332
R362084,R985398
R751121,R508025
R448784,R277545
R441242,R954886
R146600,R840906
R943756,R901008
R475681,R700153
R917833,R410341
R939808,R214853
R139752,R997134
R170513,R683428
R191544,R651364
R629843,R620846
R209407,R874046
R673593,R236444
R474441,R964891
R728008,R531647
R327608,R393767
R730556,R279844
R257499,R948340
R781436,R626364
R480524,R556580
R593296,R469362
R794654,R718147
R707239,R935948
R744495,R331335
R238321,R501870
R118536,R810531
R326428,R872982
R484834,R706983
R815010,R241087
R961439,R130842
R915181,R765048
R707027,R899691
R498399,R903905
R332842,R551707
R493140,R960226
R316093,R816086
R430095,R318694
R788910,R675344
R734469,R495562
R330359,R261173
R654006,R950952
R869648,R431597
R608150,R830605
R238542,R933436
R777611,R574519
R350147,R977504
R550578,R624638
R399751,R222724
R360827,R616738
R438901,R611130
R228804,R339297
R472927,R143697
R999543,R661973
R728283,R792204
R840413,R363438
R164100,R918811
R604120,R130384
R377521,R248064
R862617,R842475
R727555,R935464
R669995,R128896
R883508,R569783
R442201,R511276
R603552,R770094
R551467,R145485
R218508,R484659
R718918,R929049
R594739,R375674
R398142,R770304
R667466,R888855
R856907,R383776
R291138,R359786
R211566,R840348
R453817,R340583
R711343,R215523
R666318,R160202
R868920,R819508
R503506,R872892
R192763,R676084
R638578,R824375
R750723,R606523
R847785,R553078
R253923,R735147
R704331,R326039
R143641,R754989
R230311,R527104
R436054,R484572
R274413,R398259
R169732,R854228
R453747,R190887
R259144,R602582
R527536,R192584
R703968,R598875
R742352,R106996
R197140,R790037
R118788,R698785
R586578,R398294
R202486,R953141
R833342,R677844
R949824,R821631
R579926,R317161
R211440,R143997
R906628,R996569
R897155,R698731
R473387,R105542
R624599,R737404
R256500,R396752
R443011,R574972
R965617,R186769
R614878,R364464
R809724,R591228
R713391,R402768
R111923,R624306
R542630,R306986
R373581,R124122
R404234,R317321
R982545,R310992
R638986,R842723
R275693,R988584
R932894,R730994
R234606,R189388
R508396,R781787
R412362,R383756
R960637,R764203
R398807,R770153
R532033,R873610
R289491,R746577
R455737,R728436
R902105,R158506
R865975,R781794
R809821,R776322
R558052,R166105
R708472,R401535
R683949,R448730
R117510,R557595
R945201,R808795
R529905,R425310
R102121,R229363
R628876,R532948
R890075,R378855
R928923,R866438
R664510,R664463
R286059,R115597
R838689,R739535
R866742,R503750
R118049,R251686
R716245,R982186
R163469,R718721
R845757,R144475
R708930,R846110
R396214,R884621
R417256,R736652
R527490,R900796
R814989,R642416
R890172,R163568
R526777,R156092
R652066,R533084
R140312,R303188
R703459,R452556
R363274,R848092
R493213,R712015
R680640,R192774
R870769,R294242
R773888,R981252
R965658,R478549
R577625,R241955
R203337,R321996
R430403,R135849
R826781,R665370
R945563,R810474
R472722,R547178
R507432,R982552
R365656,R330856
R879494,R811000
R772372,R970261
R768023,R631586
R528832,R256261
R688434,R741076
R201744,R481747
R768126,R195637
R394842,R357811
R102869,R327606
R480012,R112950
R367815,R674571
R711967,R183688
R473443,R257733
R472728,R381729
R936655,R722633
R984549,R618268
R900706,R298437
R861234,R712042
R960352,R503544
R555740,R250985
R802643,R981118
R803861,R851749
R650970,R897988
R702892,R478263
R652137,R984727
R845508,R115855
R309626,R282386
R133382,R661939
R851127,R466986
R857917,R863245
R256814,R888352
R946705,R957350
R306977,R968502
R771975,R550487
R324068,R589959
R830718,R995507
R412308,R484352
R993539,R136316
R748679,R506672
R309595,R414993
R581343,R519244
R216364,R758424
R237466,R949713
R705652,R327142
R273762,R726804
R269453,R308999
R662876,R656834
R456570,R730623
R812523,R756723
R899758,R213597
R176575,R877772
R296528,R424508
R219241,R687882
R536234,R587861
R109196,R342681
R589617,R947244
R705434,R565402
R858864,R716459
R318534,R249406
R856375,R512476
R746353,R454957
R231838,R541750
R175326,R397711
R580428,R953745
R732401,R828903
R654734,R718809
R200941,R237570
R638874,R359828
R226396,R851828
R594964,R553068
R732889,R876754
R807921,R332405
R207890,R672695
R999181,R127958
R998567,R998109
R701699,R118686
R688705,R428818
R687315,R278038
R892754,R617017
R130408,R252067
R623827,R684691
R113169,R647985
R814264,R921472
R455527,R526722
R542993,R480140
R196094,R553854
R599448,R219400
R451947,R729126
R396493,R722767
R457235,R982462
R953360,R561345
R904840,R492112
R142810,R338391
R405483,R974831
R492582,R767448
R222050,R910541
R597831,R405421
R285918,R211557
R946582,R543207
R939819,R289064
R718231,R405372
R954986,R826520
R232262,R631726
R835789,R404722
R688946,R900441
R486092,R494191
R727948,R899296
R428177,R456965
R992300,R592048
R638245,R249843
R163576,R226097
R987159,R115257
R210146,R456712
R177308,R698364
R546095,R271050
R774736,R506085
R683044,R918912
R923255,R903078
R914390,R700229
R379770,R352764
R739028,R935248
R781842,R539023
R438262,R553255
R471148,R164182
R229090,R510582
R457174,R609545
R731758,R980633
R315637,R834632
R231143,R544045
R144167,R682418
R531424,R148847
R612640,R422104
R798938,R888590
R527710,R526419
R897474,R103780
R232609,R622572
R544664,R251556
R837038,R181974
R511780,R965635
R524593,R654757
R267677,R193887
R337178,R373427
R265566,R765112
R851334,R746810
R453090,R239854
R172904,R723863
R992148,R342765
R624770,R675334
R741368,R477180
R957810,R962236
R673718,R104015
R692871,R414388
R383058,R618015
R604845,R614390
R311220,R592581
R882787,R495422
R845766,R531078
R531310,R747569
R458243,R382724
R235180,R649849
R366279,R809587
R224148,R348399
R920949,R101731
R579468,R946671
R431343,R909499
R389152,R560177
R373821,R399524
R803807,R297275
R566983,R243445
R755456,R782785
R870252,R830889
R882307,R469578
R685642,R979303
R792153,R765949
R969382,R798310
R483679,R693616
R263627,R891254
R540002,R226410
R189009,R754104
R280669,R320546
R926265,R166954
R228178,R463477
R806181,R318982
R648058,R811194
R661967,R454813
R963521,R340372
R598669,R284483
R375254,R790232
R879289,R371595
R117598,R168472
R445348,R511214
R192468,R359107
R502217,R600277
R595135,R865141
R174190,R374592
R278591,R727752
R749664,R430104
R312940,R118524
R767222,R927151
R275804,R822849
R727632,R962329
R724283,R328748
R734075,R561929
R329661,R538037
R447542,R871635
R821435,R922463
R115611,R448707
R510692,R255612
R572712,R259282
R335867,R324978
R404016,R768509
R105039,R537247
R944223,R571999
R623634,R465520
R811138,R931459
R103652,R768189
R789479,R234313
R162140,R298404
R984174,R809430
R528070,R473592
R468831,R130981
R304780,R671915
R831188,R242280
R143541,R148908
R286342,R702190
R915775,R777704
R881700,R109761
R959771,R209046
R149017,R623418
R374074,R173122
R355396,R344892
R433828,R658950
R813819,R913208
R839433,R112969
R243823,R104660
R491220,R117423
R340241,R204373
R904675,R376801
R580555,R247072
R882080,R509948
R833781,R616972
R994512,R172353
R400227,R714802
R501956,R538203
R414465,R573275
R523290,R521567
R836523,R999844
R887041,R662843
R312550,R908190
R128157,R373572
R270442,R354926
R556115,R597341
R421465,R627090
R433035,R652752
R692874,R983684
R596121,R131870
R432727,R644609
R668180,R576710
R399015,R423326
R686658,R814757
R446005,R933367
R632109,R941529
R285396,R890011
R997664,R147955
R369229,R549922
R483959,R421719
R991706,R376403
R609293,R514992
R472752,R321729
R981558,R422677
R655056,R116431
R899029,R900721
R252340,R547830
R951629,R437778
R717094,R745856
R621748,R427706
R705725,R656397
R459986,R626280
R743922,R566360
R340040,R941556
R994028,R986700
R658596,R459690
R161205,R160483
R710731,R139631
R512337,R333582
R310459,R353847
R167326,R532255
R171618,R483506
R975854,R698735
R652120,R220123
R362327,R899695
R760094,R551200
R992422,R587640
R891850,R133948
R393489,R125774
R938652,R521367
R910469,R294722
R780082,R265945
R961826,R289045
R876193,R796893
R232198,R221170
R571774,R326582
R208261,R612083
R664614,R333105
R323594,R613131
R157630,R861486
R943766,R944364
R656429,R338443
R697892,R370233
R206573,R797699
R187147,R541592
R478785,R455449
R898823,R425008
R901984,R262255
R977367,R904026
R978225,R493804
R209990,R867368
R304775,R550330
R261123,R257418
R964437,R640714
R143910,R372057
R262796,R557317
R870774,R686174
R606636,R468622
R875104,R424784
R986342,R932104
R621198,R629070
R728960,R585077
R112070,R652015
R562750,R379206
R319420,R808822
R163852,R310580
R699608,R270920
R951430,R937559
R513949,R649685
R452529,R587591
R669755,R183869
R654891,R594070
R606091,R431582
R569785,R440701
R807402,R791068
R258960,R897899
R877992,R969153
R643875,R311516
R988671,R831861
R753285,R843886
R335532,R242949
R442874,R419911
R453574,R729456
R813717,R264623
R167262,R602949
R774630,R984415
R438891,R425362
R663816,R794872
R781634,R261498
R317214,R131178
R872989,R511936
R469797,R591766
R978302,R961273
R574488,R522721
R214964,R314873
R628891,R885274
R259427,R643564
R598270,R557622
R386736,R890351
R911710,R458620
R784273,R254950
R757533,R949441
R278679,R673860
R181894,R688573
R838374,R481408
R289324,R962293
R249881,R389493
R283071,R832528
R152723,R145271
R607525,R924170
R503053,R296362
R739477,R126075
R852425,R819310
R167702,R647251
R201713,R461995
R760557,R722308
R718059,R966617
R131292,R906388
R804158,R238462
R330031,R732130
R829559,R483222
R889790,R295624
R937745,R686239
R775865,R876373
R414041,R872602
R759895,R747999
R827452,R417707
R131046,R255835
R155285,R770776
R387035,R995172
R671416,R464983
R817219,R967950
R885089,R777763
R389356,R406173
R764926,R887605
R186922,R223660
R359109,R405614
R747544,R285287
R656640,R148466
R768650,R624042
R654986,R466419
R624340,R722365
R887407,R407969
R457683,R258475
R920684,R665993
R254815,R414528
R888108,R977388
R372421,R328382
R363936,R500781
R945522,R250860
R541252,R119995
R892529,R503554
R706421,R814179
R853587,R625879
R747529,R670811
R515800,R388211
R337501,R547892
R586435,R273558
R591388,R764588
R148180,R737949
R562005,R754533
R846224,R610544
R343633,R241360
R739947,R398254
R643024,R899679
R953905,R841187
R972698,R412996
R298666,R533557
R730794,R846825
R660779,R660359
R653620,R531081
R474624,R748344
R326256,R916592
R812699,R428331
R288471,R459864
R332597,R755107
R725791,R462299
R628875,R582727
R494815,R857975
R878149,R420258
R290562,R173411
R796438,R638984
R870357,R847582
R651440,R513379
R922234,R276512
R261176,R699069
R199685,R269735
R238567,R269832
R642999,R224786
R715148,R602274
R334612,R117811
R193242,R450018
R603079,R253148
R190552,R112951
R403174,R490148
R226323,R855268
R863499,R121933
R519837,R172557
R692544,R185714
R723365,R978571
R582133,R286335
R292887,R899940
R948430,R274006
R777889,R524168
R412499,R242660
R836619,R905495
R682440,R317130
R740542,R693015
R717793,R306756
R787900,R245527
R328486,R477836
R249488,R353648
R942591,R414542
R977369,R758137
R314671,R857411
R211144,R236195
R796785,R209778
R466883,R763801
R187034,R905247
R937531,R163133
R868427,R273852
R562193,R490368
R749002,R271908
R485284,R977205
R925591,R599395
R861423,R116140
R636002,R512227
R146928,R734596
R698923,R883464
R928194,R436064
R963786,R955386
R351613,R990796
R278175,R579802
R586501,R538472
R174757,R804333
R892094,R503304
R635065,R753049
R939259,R111400
R912260,R954033
R241609,R513066
R554921,R598196
R681175,R711790
R910198,R210426
R376180,R177728
R889080,R561362
R836624,R704083
R389104,R195076
R963464,R140658
R281932,R429647
R269232,R725209
R236528,R649295
R542984,R774402
R882606,R581487
R327566,R734716
R319167,R348363
R121233,R382029
R185725,R507043
R880665,R235063
R492942,R829871
R865467,R418678
R276331,R488383
R842744,R362933
R600518,R265430
R739163,R911166
R427283,R283840
R743434,R622510
R461434,R202904
R838438,R137124
R217386,R743289
R626955,R864375
R684425,R837940
R111045,R945089
R615453,R854243
R535152,R617143
R599535,R813870
R850484,R586681
R972383,R718801
R665433,R449358
R483685,R930406
R643617,R999504
R151234,R986698
R436459,R904474
R599799,R382337
R127023,R921564
R326328,R855506
R940539,R318124
R591982,R475738
R744595,R773033
R985959,R150079
R849069,R168195
R573044,R373537
R994802,R812235
R601433,R188719
R581216,R178273
R729964,R601476
R673084,R278079
R113878,R820127
R440576,R788703
R570824,R644852
R920039,R395741
R339103,R495923
R916794,R866338
R689357,R237370
R922710,R203269
R448795,R672320
R647322,R783193
R994073,R282806
R943128,R864173
R640875,R207973
R694182,R830756
R929941,R240434
R764334,R685700
R848907,R854664
R795157,R703383
R174129,R652793
R369150,R379278
R679522,R239241
R871137,R337666
R414087,R197111
R208929,R530021
R189945,R821400
R178065,R485296
R796669,R189680
R185664,R623347
R236417,R963726
R712648,R218854
R982729,R936087
R951084,R397831
R327544,R927353
R659515,R822807
R789817,R794422
R601064,R979527
R255832,R619591
R832041,R343798
R607446,R441438
R721636,R557293
R284269,R510003
R111476,R796019
R244279,R674534
R871580,R221478
R838058,R892421
R341358,R812151
R523147,R740592
R717572,R997356
R216612,R816005
R512005,R102825
R515675,R632033
R323333,R374266
R934402,R538884
R111278,R244699
R606429,R804500
R960460,R292521
R880864,R613978
R632054,R493643
R865606,R890436
R170320,R554029
R808856,R547393
R212605,R459264
R614075,R790106
R134875,R622376
R448832,R172304
R754234,R794722
R916170,R248803
R377456,R555989
R249245,R606884
R430267,R148124
R634661,R837486
R150632,R151375
R857648,R588231
R274863,R819721
R541712,R733642
R843342,R953941
R141121,R164979
R871030,R474147
R698196,R199018
R583937,R539385
R696249,R465858
R895468,R904834
R355793,R510070
R289082,R958713
R521857,R821895
R287829,R394215
R377248,R477744
R104430,R406698
R103019,R662429
R681331,R569186
R828123,R315425
R168495,R502433
R166326,R690245
R721953,R418889
R120039,R794587
R944289,R231431
R197683,R195930
R380906,R803408
R356631,R227337
R538638,R874162
R160286,R202014
R685673,R465693
